Node1	Node2	Edge	support	conflict	snp_count	hg	path
2016	2017	2	39	0	2	A1;A00;C1a2	1510
2017	2018	3	6	0	3	A1b	1510
2018	2019	4	0	37	4	R1a1;BT	1510
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1510
2020	2021	6	0	2	6	CF	1510
2021	3486	2936	0	39	2936	C	1510
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1510
3487	3488	2938	0	18	2938	C2a;C2a1a;C2a1;C2a1a1b1a2b~	1510
3488	3489	2940	0	1	2940	C2a1a	1510
3489	3513	2988	0	0	0		1510
3513	3527	3016	0	1	3016	C2a1a1;C2a1a1b	1510
3527	3528	3018	0	12	3018	C2a1a1b1;C2a1a1b1a2b~	1510
3528	3529	3020	0	2	3020	C2a1a1b1a;C2a1a1b1a~	1510
3529	3530	3022	0	2	3022	C2a1a1b1a2	1510
3530	3531	3024	0	1	3024	C2a1a1b1a2a	1510
3531	1510	3026	0	8	3026	I1a1b2b~	1510
2015	2016	1	0	0	0		1511
2016	2017	2	39	0	2	A1;A00;C1a2	1511
2017	2018	3	6	0	3	A1b	1511
2018	2019	4	0	37	4	R1a1;BT	1511
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1511
2020	2021	6	0	2	6	CF	1511
2021	3486	2936	0	39	2936	C	1511
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1511
3487	3532	3027	0	1	3027	C2b;C2b1	1511
3532	1511	3028	0	55	3028	O1a3a;C2b2~;C2b2;G1a1a1a1d	1511
2015	2016	1	0	0	0		1512
2016	2017	2	39	0	2	A1;A00;C1a2	1512
2017	2018	3	6	0	3	A1b	1512
2018	2019	4	0	37	4	R1a1;BT	1512
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1512
2020	2021	6	0	2	6	CF	1512
2021	3486	2936	0	39	2936	C	1512
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1512
3487	3532	3027	0	1	3027	C2b;C2b1	1512
3532	3533	3029	0	50	3029	C2b1;C2b1~;C2b	1512
3533	3534	3030	0	5	3030	C2b1b;C2b1b~	1512
3534	1512	3031	0	11	3031	C2b1b2	1512
2015	2016	1	0	0	0		1513
2016	2017	2	39	0	2	A1;A00;C1a2	1513
2017	2018	3	6	0	3	A1b	1513
2018	2019	4	0	37	4	R1a1;BT	1513
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1513
2020	2021	6	0	2	6	CF	1513
2021	3486	2936	0	39	2936	C	1513
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1513
3487	3532	3027	0	1	3027	C2b;C2b1	1513
3532	3533	3029	0	50	3029	C2b1;C2b1~;C2b	1513
3533	3534	3030	0	5	3030	C2b1b;C2b1b~	1513
3534	3535	3032	0	4	3032	C2b1b1;C2b1b1~	1513
3535	1513	3033	0	15	3033	C2b1b1c~;Q2a1a4b~	1513
2015	2016	1	0	0	0		1514
2016	2017	2	39	0	2	A1;A00;C1a2	1514
2017	2018	3	6	0	3	A1b	1514
2018	2019	4	0	37	4	R1a1;BT	1514
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1514
2020	2021	6	0	2	6	CF	1514
2021	3486	2936	0	39	2936	C	1514
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1514
3487	3532	3027	0	1	3027	C2b;C2b1	1514
3532	3533	3029	0	50	3029	C2b1;C2b1~;C2b	1514
3533	3534	3030	0	5	3030	C2b1b;C2b1b~	1514
3534	3535	3032	0	4	3032	C2b1b1;C2b1b1~	1514
3535	3536	3034	0	0	0		1514
3536	3537	3035	0	0	3035	C2b1b1b	1514
3537	1514	3036	0	11	3036	C2b1b1b4~	1514
2015	2016	1	0	0	0		1515
2016	2017	2	39	0	2	A1;A00;C1a2	1515
2017	2018	3	6	0	3	A1b	1515
2018	2019	4	0	37	4	R1a1;BT	1515
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1515
2020	2021	6	0	2	6	CF	1515
2021	3486	2936	0	39	2936	C	1515
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1515
3487	3532	3027	0	1	3027	C2b;C2b1	1515
3532	3533	3029	0	50	3029	C2b1;C2b1~;C2b	1515
3533	3534	3030	0	5	3030	C2b1b;C2b1b~	1515
3534	3535	3032	0	4	3032	C2b1b1;C2b1b1~	1515
3535	3536	3034	0	0	0		1515
3536	3537	3035	0	0	3035	C2b1b1b	1515
3537	1515	3037	0	15	3037	C2b1b1b2a2~;C2b1b1b2	1515
2015	2016	1	0	0	0		1516
2016	2017	2	39	0	2	A1;A00;C1a2	1516
2017	2018	3	6	0	3	A1b	1516
2018	2019	4	0	37	4	R1a1;BT	1516
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1516
2020	2021	6	0	2	6	CF	1516
2021	3486	2936	0	39	2936	C	1516
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1516
3487	3532	3027	0	1	3027	C2b;C2b1	1516
3532	3533	3029	0	50	3029	C2b1;C2b1~;C2b	1516
3533	3534	3030	0	5	3030	C2b1b;C2b1b~	1516
3534	3535	3032	0	4	3032	C2b1b1;C2b1b1~	1516
3535	3536	3034	0	0	0		1516
3536	3538	3038	0	13	3038	C2b1b1a1;C2b1b1a;C2b1b1a1~;C2b1b1a1b~	1516
3538	1516	3039	0	0	3039		1516
2015	2016	1	0	0	0		1517
2016	2017	2	39	0	2	A1;A00;C1a2	1517
2017	2018	3	6	0	3	A1b	1517
2018	2019	4	0	37	4	R1a1;BT	1517
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1517
2020	2021	6	0	2	6	CF	1517
2021	3486	2936	0	39	2936	C	1517
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1517
3487	3532	3027	0	1	3027	C2b;C2b1	1517
3532	3533	3029	0	50	3029	C2b1;C2b1~;C2b	1517
3533	3534	3030	0	5	3030	C2b1b;C2b1b~	1517
3534	3535	3032	0	4	3032	C2b1b1;C2b1b1~	1517
3535	3536	3034	0	0	0		1517
3536	3538	3038	0	13	3038	C2b1b1a1;C2b1b1a;C2b1b1a1~;C2b1b1a1b~	1517
3538	1517	3040	0	0	0		1517
2015	2016	1	0	0	0		1518
2016	2017	2	39	0	2	A1;A00;C1a2	1518
2017	2018	3	6	0	3	A1b	1518
2018	2019	4	0	37	4	R1a1;BT	1518
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1518
2020	2021	6	0	2	6	CF	1518
2021	3486	2936	0	39	2936	C	1518
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1518
3487	3532	3027	0	1	3027	C2b;C2b1	1518
3532	3533	3029	0	50	3029	C2b1;C2b1~;C2b	1518
3533	3539	3041	0	2	3041	C2b1a~;C2b1a	1518
3539	3540	3042	0	0	3042	C2b1a2	1518
3540	1518	3043	0	9	3043	C2b1a2b2a~;C2b1a2b2;C2b1a2b;I	1518
2015	2016	1	0	0	0		1519
2016	2017	2	39	0	2	A1;A00;C1a2	1519
2017	2018	3	6	0	3	A1b	1519
2018	2019	4	0	37	4	R1a1;BT	1519
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1519
2020	2021	6	0	2	6	CF	1519
2021	3486	2936	0	39	2936	C	1519
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1519
3487	3532	3027	0	1	3027	C2b;C2b1	1519
3532	3533	3029	0	50	3029	C2b1;C2b1~;C2b	1519
3533	3539	3041	0	2	3041	C2b1a~;C2b1a	1519
3539	3540	3042	0	0	3042	C2b1a2	1519
3540	3541	3044	0	1	3044	C2b1a2a;C2b1a2a1	1519
3541	1519	3045	1	6	3045	C2b1a2a1b~;E1b1b1b2b2	1519
2015	2016	1	0	0	0		1520
2016	2017	2	39	0	2	A1;A00;C1a2	1520
2017	2018	3	6	0	3	A1b	1520
2018	2019	4	0	37	4	R1a1;BT	1520
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1520
2020	2021	6	0	2	6	CF	1520
2021	3486	2936	0	39	2936	C	1520
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1520
3487	3532	3027	0	1	3027	C2b;C2b1	1520
3532	3533	3029	0	50	3029	C2b1;C2b1~;C2b	1520
3533	3539	3041	0	2	3041	C2b1a~;C2b1a	1520
3539	3540	3042	0	0	3042	C2b1a2	1520
3540	3541	3044	0	1	3044	C2b1a2a;C2b1a2a1	1520
3541	3542	3046	0	1	3046	C2b1a2a1a;C2b1a2a1a1	1520
3542	1520	3047	0	11	3047	C2b1a2a1a1	1520
2015	2016	1	0	0	0		1521
2016	2017	2	39	0	2	A1;A00;C1a2	1521
2017	2018	3	6	0	3	A1b	1521
2018	2019	4	0	37	4	R1a1;BT	1521
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1521
2020	2021	6	0	2	6	CF	1521
2021	3486	2936	0	39	2936	C	1521
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1521
3487	3532	3027	0	1	3027	C2b;C2b1	1521
3532	3533	3029	0	50	3029	C2b1;C2b1~;C2b	1521
3533	3539	3041	0	2	3041	C2b1a~;C2b1a	1521
3539	3540	3042	0	0	3042	C2b1a2	1521
3540	3541	3044	0	1	3044	C2b1a2a;C2b1a2a1	1521
3541	3542	3046	0	1	3046	C2b1a2a1a;C2b1a2a1a1	1521
3542	1521	3048	0	11	3048		1521
2015	2016	1	0	0	0		1522
2016	2017	2	39	0	2	A1;A00;C1a2	1522
2017	2018	3	6	0	3	A1b	1522
2018	2019	4	0	37	4	R1a1;BT	1522
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1522
2020	2021	6	0	2	6	CF	1522
2021	3486	2936	0	39	2936	C	1522
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1522
3487	3532	3027	0	1	3027	C2b;C2b1	1522
3532	3533	3029	0	50	3029	C2b1;C2b1~;C2b	1522
3533	3539	3041	0	2	3041	C2b1a~;C2b1a	1522
3539	3543	3049	0	6	3049	C2b1a1a1;C2b1a1;C2b1a1~;C2b1a1a	1522
3543	3544	3050	0	2	3050	C2b1a1a1b~	1522
3544	1522	3051	0	7	3051	C2b1a1a1b~	1522
2015	2016	1	0	0	0		1523
2016	2017	2	39	0	2	A1;A00;C1a2	1523
2017	2018	3	6	0	3	A1b	1523
2018	2019	4	0	37	4	R1a1;BT	1523
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1523
2020	2021	6	0	2	6	CF	1523
2021	3486	2936	0	39	2936	C	1523
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1523
3487	3532	3027	0	1	3027	C2b;C2b1	1523
3532	3533	3029	0	50	3029	C2b1;C2b1~;C2b	1523
3533	3539	3041	0	2	3041	C2b1a~;C2b1a	1523
3539	3543	3049	0	6	3049	C2b1a1a1;C2b1a1;C2b1a1~;C2b1a1a	1523
3543	3544	3050	0	2	3050	C2b1a1a1b~	1523
3544	1523	3052	0	9	3052		1523
2015	2016	1	0	0	0		1524
2016	2017	2	39	0	2	A1;A00;C1a2	1524
2017	2018	3	6	0	3	A1b	1524
2018	2019	4	0	37	4	R1a1;BT	1524
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1524
2020	2021	6	0	2	6	CF	1524
2021	3486	2936	0	39	2936	C	1524
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1524
3487	3532	3027	0	1	3027	C2b;C2b1	1524
3532	3533	3029	0	50	3029	C2b1;C2b1~;C2b	1524
3533	3539	3041	0	2	3041	C2b1a~;C2b1a	1524
3539	3543	3049	0	6	3049	C2b1a1a1;C2b1a1;C2b1a1~;C2b1a1a	1524
3543	3545	3053	0	0	3053	C2b1a1a1a	1524
3545	1524	3054	0	12	3054		1524
2015	2016	1	0	0	0		1525
2016	2017	2	39	0	2	A1;A00;C1a2	1525
2017	2018	3	6	0	3	A1b	1525
2018	2019	4	0	37	4	R1a1;BT	1525
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1525
2020	2021	6	0	2	6	CF	1525
2021	3486	2936	0	39	2936	C	1525
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1525
3487	3532	3027	0	1	3027	C2b;C2b1	1525
3532	3533	3029	0	50	3029	C2b1;C2b1~;C2b	1525
3533	3539	3041	0	2	3041	C2b1a~;C2b1a	1525
3539	3543	3049	0	6	3049	C2b1a1a1;C2b1a1;C2b1a1~;C2b1a1a	1525
3543	3545	3053	0	0	3053	C2b1a1a1a	1525
3545	3546	3055	0	7	3055	C2b1a1a1a;C2b1a1a1;C2b1a1a1a1	1525
3546	1525	3056	0	6	3056	C2b1a1a1a1d~	1525
2015	2016	1	0	0	0		1526
2016	2017	2	39	0	2	A1;A00;C1a2	1526
2017	2018	3	6	0	3	A1b	1526
2018	2019	4	0	37	4	R1a1;BT	1526
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1526
2020	2021	6	0	2	6	CF	1526
2021	3486	2936	0	39	2936	C	1526
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1526
3487	3532	3027	0	1	3027	C2b;C2b1	1526
3532	3533	3029	0	50	3029	C2b1;C2b1~;C2b	1526
3533	3539	3041	0	2	3041	C2b1a~;C2b1a	1526
3539	3543	3049	0	6	3049	C2b1a1a1;C2b1a1;C2b1a1~;C2b1a1a	1526
3543	3545	3053	0	0	3053	C2b1a1a1a	1526
3545	3546	3055	0	7	3055	C2b1a1a1a;C2b1a1a1;C2b1a1a1a1	1526
3546	3547	3057	0	1	3057	C2b1a1a1a	1526
3547	1526	3058	0	11	3058		1526
2015	2016	1	0	0	0		1527
2016	2017	2	39	0	2	A1;A00;C1a2	1527
2017	2018	3	6	0	3	A1b	1527
2018	2019	4	0	37	4	R1a1;BT	1527
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1527
2020	2021	6	0	2	6	CF	1527
2021	3486	2936	0	39	2936	C	1527
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1527
3487	3532	3027	0	1	3027	C2b;C2b1	1527
3532	3533	3029	0	50	3029	C2b1;C2b1~;C2b	1527
3533	3539	3041	0	2	3041	C2b1a~;C2b1a	1527
3539	3543	3049	0	6	3049	C2b1a1a1;C2b1a1;C2b1a1~;C2b1a1a	1527
3543	3545	3053	0	0	3053	C2b1a1a1a	1527
3545	3546	3055	0	7	3055	C2b1a1a1a;C2b1a1a1;C2b1a1a1a1	1527
3546	3547	3057	0	1	3057	C2b1a1a1a	1527
3547	3548	3059	0	0	0		1527
3548	3549	3060	0	7	3060	H1	1527
3549	1527	3061	0	0	3061		1527
2015	2016	1	0	0	0		1528
2016	2017	2	39	0	2	A1;A00;C1a2	1528
2017	2018	3	6	0	3	A1b	1528
2018	2019	4	0	37	4	R1a1;BT	1528
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1528
2020	2021	6	0	2	6	CF	1528
2021	3486	2936	0	39	2936	C	1528
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1528
3487	3532	3027	0	1	3027	C2b;C2b1	1528
3532	3533	3029	0	50	3029	C2b1;C2b1~;C2b	1528
3533	3539	3041	0	2	3041	C2b1a~;C2b1a	1528
3539	3543	3049	0	6	3049	C2b1a1a1;C2b1a1;C2b1a1~;C2b1a1a	1528
3543	3545	3053	0	0	3053	C2b1a1a1a	1528
3545	3546	3055	0	7	3055	C2b1a1a1a;C2b1a1a1;C2b1a1a1a1	1528
3546	3547	3057	0	1	3057	C2b1a1a1a	1528
3547	3548	3059	0	0	0		1528
3548	3549	3060	0	7	3060	H1	1528
3549	3550	3062	0	0	0		1528
3550	3551	3063	0	0	0		1528
3551	1528	3064	0	0	3064	C2b1a1a1a1b~;J1a2a1a1b~	1528
2015	2016	1	0	0	0		1529
2016	2017	2	39	0	2	A1;A00;C1a2	1529
2017	2018	3	6	0	3	A1b	1529
2018	2019	4	0	37	4	R1a1;BT	1529
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1529
2020	2021	6	0	2	6	CF	1529
2021	3486	2936	0	39	2936	C	1529
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1529
3487	3532	3027	0	1	3027	C2b;C2b1	1529
3532	3533	3029	0	50	3029	C2b1;C2b1~;C2b	1529
3533	3539	3041	0	2	3041	C2b1a~;C2b1a	1529
3539	3543	3049	0	6	3049	C2b1a1a1;C2b1a1;C2b1a1~;C2b1a1a	1529
3543	3545	3053	0	0	3053	C2b1a1a1a	1529
3545	3546	3055	0	7	3055	C2b1a1a1a;C2b1a1a1;C2b1a1a1a1	1529
3546	3547	3057	0	1	3057	C2b1a1a1a	1529
3547	3548	3059	0	0	0		1529
3548	3549	3060	0	7	3060	H1	1529
3549	3550	3062	0	0	0		1529
3550	3551	3063	0	0	0		1529
3551	3552	3065	0	0	3065	C2b1a1a1a1a	1529
3552	3553	3066	0	0	0		1529
3553	1529	3067	0	0	3067	C2b1a1a1a1a1~	1529
2015	2016	1	0	0	0		1530
2016	2017	2	39	0	2	A1;A00;C1a2	1530
2017	2018	3	6	0	3	A1b	1530
2018	2019	4	0	37	4	R1a1;BT	1530
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1530
2020	2021	6	0	2	6	CF	1530
2021	3486	2936	0	39	2936	C	1530
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1530
3487	3532	3027	0	1	3027	C2b;C2b1	1530
3532	3533	3029	0	50	3029	C2b1;C2b1~;C2b	1530
3533	3539	3041	0	2	3041	C2b1a~;C2b1a	1530
3539	3543	3049	0	6	3049	C2b1a1a1;C2b1a1;C2b1a1~;C2b1a1a	1530
3543	3545	3053	0	0	3053	C2b1a1a1a	1530
3545	3546	3055	0	7	3055	C2b1a1a1a;C2b1a1a1;C2b1a1a1a1	1530
3546	3547	3057	0	1	3057	C2b1a1a1a	1530
3547	3548	3059	0	0	0		1530
3548	3549	3060	0	7	3060	H1	1530
3549	3550	3062	0	0	0		1530
3550	3551	3063	0	0	0		1530
3551	3552	3065	0	0	3065	C2b1a1a1a1a	1530
3552	3553	3066	0	0	0		1530
3553	3554	3068	0	0	0		1530
3554	3555	3069	0	0	0		1530
3555	1530	3070	0	0	3070		1530
2015	2016	1	0	0	0		1531
2016	2017	2	39	0	2	A1;A00;C1a2	1531
2017	2018	3	6	0	3	A1b	1531
2018	2019	4	0	37	4	R1a1;BT	1531
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1531
2020	2021	6	0	2	6	CF	1531
2021	3486	2936	0	39	2936	C	1531
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1531
3487	3532	3027	0	1	3027	C2b;C2b1	1531
3532	3533	3029	0	50	3029	C2b1;C2b1~;C2b	1531
3533	3539	3041	0	2	3041	C2b1a~;C2b1a	1531
3539	3543	3049	0	6	3049	C2b1a1a1;C2b1a1;C2b1a1~;C2b1a1a	1531
3543	3545	3053	0	0	3053	C2b1a1a1a	1531
3545	3546	3055	0	7	3055	C2b1a1a1a;C2b1a1a1;C2b1a1a1a1	1531
3546	3547	3057	0	1	3057	C2b1a1a1a	1531
3547	3548	3059	0	0	0		1531
3548	3549	3060	0	7	3060	H1	1531
3549	3550	3062	0	0	0		1531
3550	3551	3063	0	0	0		1531
3551	3552	3065	0	0	3065	C2b1a1a1a1a	1531
3552	3553	3066	0	0	0		1531
3553	3554	3068	0	0	0		1531
3554	3555	3069	0	0	0		1531
3555	1531	3071	0	1	3071	C2b1a1a1a1a2~	1531
2015	2016	1	0	0	0		1532
2016	2017	2	39	0	2	A1;A00;C1a2	1532
2017	2018	3	6	0	3	A1b	1532
2018	2019	4	0	37	4	R1a1;BT	1532
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1532
2020	2021	6	0	2	6	CF	1532
2021	3486	2936	0	39	2936	C	1532
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1532
3487	3532	3027	0	1	3027	C2b;C2b1	1532
3532	3533	3029	0	50	3029	C2b1;C2b1~;C2b	1532
3533	3539	3041	0	2	3041	C2b1a~;C2b1a	1532
3539	3543	3049	0	6	3049	C2b1a1a1;C2b1a1;C2b1a1~;C2b1a1a	1532
3543	3545	3053	0	0	3053	C2b1a1a1a	1532
3545	3546	3055	0	7	3055	C2b1a1a1a;C2b1a1a1;C2b1a1a1a1	1532
3546	3547	3057	0	1	3057	C2b1a1a1a	1532
3547	3548	3059	0	0	0		1532
3548	3549	3060	0	7	3060	H1	1532
3549	3550	3062	0	0	0		1532
3550	3551	3063	0	0	0		1532
3551	3552	3065	0	0	3065	C2b1a1a1a1a	1532
3552	3553	3066	0	0	0		1532
3553	3554	3068	0	0	0		1532
3554	1532	3072	0	2	3072	C2b1a1a1a1c;C2b1a1a1a1c1~	1532
2015	2016	1	0	0	0		1533
2016	2017	2	39	0	2	A1;A00;C1a2	1533
2017	2018	3	6	0	3	A1b	1533
2018	2019	4	0	37	4	R1a1;BT	1533
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1533
2020	2021	6	0	2	6	CF	1533
2021	3486	2936	0	39	2936	C	1533
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1533
3487	3532	3027	0	1	3027	C2b;C2b1	1533
3532	3533	3029	0	50	3029	C2b1;C2b1~;C2b	1533
3533	3539	3041	0	2	3041	C2b1a~;C2b1a	1533
3539	3543	3049	0	6	3049	C2b1a1a1;C2b1a1;C2b1a1~;C2b1a1a	1533
3543	3545	3053	0	0	3053	C2b1a1a1a	1533
3545	3546	3055	0	7	3055	C2b1a1a1a;C2b1a1a1;C2b1a1a1a1	1533
3546	3547	3057	0	1	3057	C2b1a1a1a	1533
3547	3548	3059	0	0	0		1533
3548	3549	3060	0	7	3060	H1	1533
3549	3550	3062	0	0	0		1533
3550	3551	3063	0	0	0		1533
3551	3552	3065	0	0	3065	C2b1a1a1a1a	1533
3552	3556	3073	0	0	0		1533
3556	1533	3074	0	1	3074	C2b1a1a1a1a4~	1533
2015	2016	1	0	0	0		1534
2016	2017	2	39	0	2	A1;A00;C1a2	1534
2017	2018	3	6	0	3	A1b	1534
2018	2019	4	0	37	4	R1a1;BT	1534
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1534
2020	2021	6	0	2	6	CF	1534
2021	3486	2936	0	39	2936	C	1534
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1534
3487	3532	3027	0	1	3027	C2b;C2b1	1534
3532	3533	3029	0	50	3029	C2b1;C2b1~;C2b	1534
3533	3539	3041	0	2	3041	C2b1a~;C2b1a	1534
3539	3543	3049	0	6	3049	C2b1a1a1;C2b1a1;C2b1a1~;C2b1a1a	1534
3543	3545	3053	0	0	3053	C2b1a1a1a	1534
3545	3546	3055	0	7	3055	C2b1a1a1a;C2b1a1a1;C2b1a1a1a1	1534
3546	3547	3057	0	1	3057	C2b1a1a1a	1534
3547	3548	3059	0	0	0		1534
3548	3549	3060	0	7	3060	H1	1534
3549	3550	3062	0	0	0		1534
3550	3551	3063	0	0	0		1534
3551	3552	3065	0	0	3065	C2b1a1a1a1a	1534
3552	3556	3073	0	0	0		1534
3556	3557	3075	0	0	0		1534
3557	3558	3076	0	1	3076	C2b1a1a1a1a5	1534
3558	1534	3077	0	0	3077	C2b1a1a1a1a5a~	1534
2015	2016	1	0	0	0		1535
2016	2017	2	39	0	2	A1;A00;C1a2	1535
2017	2018	3	6	0	3	A1b	1535
2018	2019	4	0	37	4	R1a1;BT	1535
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1535
2020	2021	6	0	2	6	CF	1535
2021	3486	2936	0	39	2936	C	1535
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1535
3487	3532	3027	0	1	3027	C2b;C2b1	1535
3532	3533	3029	0	50	3029	C2b1;C2b1~;C2b	1535
3533	3539	3041	0	2	3041	C2b1a~;C2b1a	1535
3539	3543	3049	0	6	3049	C2b1a1a1;C2b1a1;C2b1a1~;C2b1a1a	1535
3543	3545	3053	0	0	3053	C2b1a1a1a	1535
3545	3546	3055	0	7	3055	C2b1a1a1a;C2b1a1a1;C2b1a1a1a1	1535
